id,date,renderedContent,likeCount,retweetCount,replyCount,hashtags
1391659281909420034,2021-05-10 07:40:03+00:00,Company Develops Artificial Intelligence-Controlled Shoes That Help the Blind Avoid Obstacles bit.ly/3xVtioG   #ai #artificialintelligence #machinelearning #deeplearning #aiforgood https://t.co/jOKTNNuah8,1963,639,42,"['ai', 'artificialintelligence', 'machinelearning', 'deeplearning', 'aiforgood']"
1386717864476938240,2021-04-26 16:24:37+00:00,"It's crazy how $VRX here is like $BNB at 1$ !  If you missed all the big crypto bullruns\, Don't miss this next!  $STEP $RAY $SOL $BTC $ETH $LINK $SRM $MATIC $LUNA $XRP $RUNE $STAK $PMON $VRSC $INJ $SRM $DOGE $ZEN #SAFEMOON #DeFi #BSC #Bitcoin #GEM #100x #COIN #NEXT #AI #Uniswap https://t.co/0JAkqoGiUl",1283,2402,150,"['SAFEMOON', 'DeFi', 'BSC', 'Bitcoin', 'GEM', '100x', 'COIN', 'NEXT', 'AI', 'Uniswap']"
1384756284034097152,2021-04-21 06:30:00+00:00,Artificial Intelligence is opening new worlds for us.  From treating diseases to better education and safer driving.  The actions we present today will strengthen Europe’s position as a global hub for excellence and trust in #AI.  Stay tuned! #DigitalEU https://t.co/EOHSyizy9R,351,138,35,"['AI', 'DigitalEU']"
1384545811137171458,2021-04-20 16:33:39+00:00,"The vaccine-vaccination paradox\, a new example of Moravec's paradox ""The hard task of creating a vaccine proved (relatively) easy; the easy task of vaccination has proved very hard."" @sciam by @NaomiOreskes w/ @Kasparov63 @MelMitchell1 #AI  scientificamerican.com/article/making… https://t.co/P6aPbrHJwC",433,161,11,['AI']
1384082580178305036,2021-04-19 09:52:56+00:00,The new #AI regulation will make sure that people can trust what #ArtificialIntelligence has to offer 🤖 🇪🇺  👉 Wednesday 21/4 👈  #StayTuned 🤫 https://t.co/1JsLXqxQoN,358,184,21,"['AI', 'ArtificialIntelligence', 'StayTuned']"
1383561895668453386,2021-04-17 23:23:55+00:00,Rubik’s Cube solved with #AugmentedReality and #ArtificialIntelligence {Video}  #innovation #startups #tech #AI #AR https://t.co/4CQNvZLjPj,8437,2674,108,"['AugmentedReality', 'ArtificialIntelligence', 'innovation', 'startups', 'tech', 'AI', 'AR']"
1381753770372079617,2021-04-12 23:39:05+00:00,This was the first time robots lead a fire and rescue drill in China  #ai #robots #robotics https://t.co/tU0f9Ddj01,1105,403,19,"['ai', 'robots', 'robotics']"
1379182484324290564,2021-04-05 21:21:42+00:00,#AI ruins all the fun 🤪 https://t.co/MMfBw09dzW,528,222,17,['AI']
1377326864851685379,2021-03-31 18:28:08+00:00,"#Pittsburgh has 446 bridges — more than any other city in the world. That’s one reason why @JoeBiden is unveiling his #infrastructure plan there today. Another: @CarnegieMellon and @uofpitt2021 are world leaders in advanced #AI\, clean energy\, #robotics and medical/health care.",1041,199,34,"['Pittsburgh', 'infrastructure', 'AI', 'robotics']"
1376013678143754243,2021-03-28 03:30:00+00:00,"According to Musk\, developing A.I. responsibly should be a top priority\, or else things could turn very sour for us. 😨  #engineering #AI #Musk  interestingengineering.com/elon-musks-bat…",1762,233,106,"['engineering', 'AI', 'Musk']"
1375837167432441856,2021-03-27 15:48:37+00:00,Check out these amazing NFT’s by the one and only @Verox_AICrypto 🔥🔥🔥🔥 opensea.io/collection/ver…  Make your bid now⏳🚀🚀🚀 #NFT #NFTs #ART #digitalart #nftcollectors #NFTCommunity #nftart #buy #opensea #AI #rarible,1316,1413,2088,"['NFT', 'NFTs', 'ART', 'digitalart', 'nftcollectors', 'NFTCommunity', 'nftart', 'buy', 'opensea', 'AI', 'rarible']"
1373325207184797701,2021-03-20 17:26:59+00:00,"Based on deeper research into Tesla’s #battery technology\, its #AI breakthroughs\, and its #ride-hailing possibilities\, @TashaARK has pulled together and updated our $TSLA model with great input from @skorusARK and guidance from @wintonARK. Thank you for your tireless research!",8169,1329,467,"['battery', 'AI', 'ride']"
1371464761536348161,2021-03-15 14:14:14+00:00,"I'm thrilled to announce the public release of #SpeechBrain!  #SpeechBrain is an #opensource toolkit designed to make research and development of #speech technologies faster.  It is flexible\, modular\, easy-to-use\, well documented.    speechbrain.github.io  #DeepLearning #AI https://t.co/QDlkgW83rn",1514,447,32,"['SpeechBrain', 'SpeechBrain', 'opensource', 'speech', 'DeepLearning', 'AI']"
1370072153660461064,2021-03-11 18:00:30+00:00,Don’t believe everything you see on the internet. Visit ow.ly/tjOq50DWjWj to learn how bad actors can generate and manipulate digital content to conduct malicious cyber and foreign influence campaigns. #AI #MachineLearning #Deepfakes https://t.co/EVfBSVVnkd,1001,602,118,"['AI', 'MachineLearning', 'Deepfakes']"
1369397455469637632,2021-03-09 21:19:30+00:00,These are the world's first audio earrings  #AI #ArtificialIntelligence #future https://t.co/Fk8n3NPsX1,734,307,26,"['AI', 'ArtificialIntelligence', 'future']"
1369157553964392449,2021-03-09 05:26:13+00:00,Great Honor  Top #ArtificialIntelligence #Influencers in 2021  marktechpost.com/top-artificial… #AI #MachineLearning @geoffreyhinton #YoshuaBengio @UMontreal @ylecun @AndrewYNg @goodfellow_ian @alliekmiller @fabiomoioli @OriolVinyalsML @drfeifei  @GaryMarcus @bengoertzel @Marktechpost https://t.co/oUyNDjWRcB,320,182,56,"['ArtificialIntelligence', 'Influencers', 'AI', 'MachineLearning', 'YoshuaBengio']"
1368969038714572804,2021-03-08 16:57:07+00:00,Tracking rent payments &amp; managing property maintenance requests is made easy with @Robisearch Property Management System. It enables its users to automate multiple business operations all in one system.☎0716413386  Meghan Everton Kalonzo #CHEEVE Piers Morgan Princess Diana #AI https://t.co/WdKN0cGLE6,67,61,12,"['CHEEVE', 'AI']"
1366473478770163712,2021-03-01 19:40:39+00:00,Incoming Tweet Storm ⛈  I'm so happy to announce my #TensorFlowJS book with @OReillyMedia   The book is geared towards #JavaScript devs looking to learn #AI / #ML   1/5  amzn.to/3dR3vpY https://t.co/bXVivpUfYA,977,288,49,"['TensorFlowJS', 'JavaScript', 'AI', 'ML']"
1366412719302320130,2021-03-01 15:39:13+00:00,"First person view of an A.I. playing the piano.  A.I. generated 3d animation from an audio recording of Rachmaninoff himself playing his famous Prelude in 1919.  A virtual camera was attached to the AI's ""head""  #MachineLearning #AI #VR #AR #3d https://t.co/WWmwtT8wzF",1075,261,32,"['MachineLearning', 'AI', 'VR', 'AR', '3d']"
1366405364976132098,2021-03-01 15:10:00+00:00,Talk about speedy! These robots organize parts on a conveyor belt at high speed!   📽 via Rainmaker1973  CC @EvaSmartAI   #Robotics #AI #ArtificialIntelligence #Automation #100DaysOfCode #MachineLearning #CodeNewbie #100DaysOfMLCode #WomenWhoCode https://t.co/YQfWwKDG4G,410,164,15,"['Robotics', 'AI', 'ArtificialIntelligence', 'Automation', '100DaysOfCode', 'MachineLearning', 'CodeNewbie', '100DaysOfMLCode', 'WomenWhoCode']"
1366250024087216130,2021-03-01 04:52:44+00:00,"A new AI-powered ‘Deep Nostalgia’ brings old photos to life. It uses #AI licensed from D-ID\, a Tel Aviv company\, to create the effect. Who\, from the old times\, would you like to see animated? Here is how Emperor Menelik’s old pic transformed into a ‘video’ that looks real. https://t.co/QNYJk0Efa2",1388,402,73,['AI']
1365798253896159233,2021-02-27 22:57:33+00:00,Things to come…#AI #robotics #machinelearning #data https://t.co/E3pfjpXbtc,2184,649,104,"['AI', 'robotics', 'machinelearning', 'data']"
1365628452825686017,2021-02-27 11:42:49+00:00,"So glad to see finally #AlanTuring ""alive""!  Makes me feel even more connected to computer science and #AI. Via @MyHeritage myheritage.com/deep-nostalgia https://t.co/lWbsYzcvR3",2811,648,64,"['AlanTuring', 'AI']"
1364835349625786368,2021-02-25 07:11:19+00:00,"Today we've published a first-of-its kind paper\, outlining how we could use #AI responsibly to protect the UK from a range of threats – from state-backed disinformation campaigns to cyber attacks  Read the paper ⬇️ gchq.gov.uk/news/artificia… https://t.co/dFWr6rl38j",390,205,33,['AI']
1364179875431673856,2021-02-23 11:46:42+00:00,Africa will not be automated until Africans embrace the next revolution  How can this happen? When will it happen? What factors will speed up the process?  Find out how.  Join the conversation.  #digitaltransformation #digitalcreator #smartcity #ai https://t.co/7DPZ5hp6sY,322,204,308,"['digitaltransformation', 'digitalcreator', 'smartcity', 'ai']"
1363725319534878724,2021-02-22 05:40:27+00:00,Leverage #AI to count quickly &amp; more accurately  @HeinzVHoenen @mvollmer1 @EvanKirstel @antgrasso @MikeQuindazzi @sallyeaves @terence_mills @Ronald_vanLoon @Nicochan33 @kashthefuturist @pascal_bornet @YuHelenYu @rwang0 @kuriharan @Paula_Piccard @morgfair twitter.com/alvinfoo/statu…,356,150,10,['AI']
1363015846143156225,2021-02-20 06:41:15+00:00,Simplified Accounting-Point of Sale helps in streamlining the accounting. With an effective POS system you can print reports and you can also import data directly with your accounting software. #MasculinitySaturday Elsa Kanye West #cybersecurity marijuana Safaricom #AI Farmajo https://t.co/LPp0yM2BTW,77,83,21,"['MasculinitySaturday', 'cybersecurity', 'AI']"
1362784193458147330,2021-02-19 15:20:45+00:00,"The clips on the right are AI generated from raw audio.   Turn any audio file into 3d virtual concert with one click.  The AI extrated notes from raw audio and generated the appropriate playing technique\, hand and body motion  #3d #AI #MachineLearning #vr #ar #concert #MetaHumans https://t.co/xU0wWqZxuA",14461,4873,126,"['3d', 'AI', 'MachineLearning', 'vr', 'ar', 'concert', 'MetaHumans']"
1362758852282843149,2021-02-19 13:40:03+00:00,"Artificial intelligence is the new way the world would love to evolve.  What trend are you following? Don't be behind oo follow the trend\, make the move... #Openbusinesscouncil #AnAutomatedAfrica #AI https://t.co/lgo1OFIvHU",243,195,272,"['Openbusinesscouncil', 'AnAutomatedAfrica', 'AI']"
1362728258454900736,2021-02-19 11:38:29+00:00,Programmer deleting a seemingly unused piece of code. What’s the worst that could happen?🤓  #Coding #AI #MachineLearning #FridayThoughts @chboursin @mvollmer1 @NevilleGaunt @DrJDrooghaag @baski_LA @Dahl_Consult @JoannMoretti @Hana_ElSayyed @MargaretSiegien @labordeolivier @AkwyZ https://t.co/XBLdKo93o3,531,188,36,"['Coding', 'AI', 'MachineLearning', 'FridayThoughts']"
1362357314750189568,2021-02-18 11:04:29+00:00,"@BoschGlobal and @Fetch_ai are collaborating on launching a fully functional #blockchain network in March! Sharing a common vision\, we’ll aim to transform existing digital ecosystems using #DLT #AIoT.   More here - bosch.com/research/blog/…  #EoT #AI #artificialintelligence #IoT https://t.co/8egjyPppGR",1003,352,78,"['blockchain', 'DLT', 'AIoT', 'EoT', 'AI', 'artificialintelligence', 'IoT']"
1361972567498756096,2021-02-17 09:35:38+00:00,There are many problems in Africa that can be solved for this new generation through blockchain and Digital transformation and AI.  Join the next generation of Africans embracing new solutions. #DigitalTransformation #AI https://t.co/fzLlDwzqGU,522,460,608,"['DigitalTransformation', 'AI']"
1361620738571177984,2021-02-16 10:17:36+00:00,"Africa will not be automated until Africans embrace the next revolution. How can we get this started?  Join the conversation on YouTube with @dinisguarda @HiltonSupra @JewelOkwechime and EricMa  6pm Nigerian time on Thursday February 18th\, 2021. #blockchain #AI https://t.co/Vmxnwpxzsg",425,388,472,"['blockchain', 'AI']"
1360498519962959878,2021-02-13 07:58:18+00:00,How About This? #Robot Playing Golf! by @PGA  #AI #IoT #ArtificialIntelligence #ML #InternetofThings #Digital #Robotics #DigitalTransformation #RPA #Technology #Automation #IT  Cc: @ronald_vanloon @zorynaodonnell @pascal_bornet https://t.co/jxZRHXTA7J,1108,423,38,"['Robot', 'AI', 'IoT', 'ArtificialIntelligence', 'ML', 'InternetofThings', 'Digital', 'Robotics', 'DigitalTransformation', 'RPA', 'Technology', 'Automation', 'IT']"
1359500194874851329,2021-02-10 13:51:19+00:00,The future of #coding by @FrRonconi  #AI #BigData #MachineLearning #ArtificialIntelligence #ML #MI #DataScience #Analytics #Robotics #DL #Data #Automation #DataAnalytics  Cc: @rudyagovic @revodavid @dirkschaar https://t.co/GDeYp9o8eJ,475,175,62,"['coding', 'AI', 'BigData', 'MachineLearning', 'ArtificialIntelligence', 'ML', 'MI', 'DataScience', 'Analytics', 'Robotics', 'DL', 'Data', 'Automation', 'DataAnalytics']"
1358888546174648330,2021-02-08 21:20:50+00:00,This #VR machine makes you feel like you're flying by @InTheKnow  #AR #AugmentedReality #AI #VirtualReality #IoT #EmergingTech  Cc: @paula_piccard @SpirosMargaris https://t.co/bukznstnU2,671,187,20,"['VR', 'AR', 'AugmentedReality', 'AI', 'VirtualReality', 'IoT', 'EmergingTech']"
1356248463080644609,2021-02-01 14:30:06+00:00,Counting anything with your smartphone and this #AI-powered #MobileApp   #ArtificialIntelligence #MachineLearning #5G @alvinfoo  @chboursin @NevilleGaunt @baski_LA @JoannMoretti @fogle_shane @PawlowskiMario @kalydeoo @Hana_ElSayyed @sebbourguignon @ShiCooks @anand_narang @WSWMUC https://t.co/XJmHSvGxsc,1168,343,41,"['AI', 'MobileApp', 'ArtificialIntelligence', 'MachineLearning', '5G']"
1352063618695704578,2021-01-21 01:21:01+00:00,Pentagon can identify you by your heartbeat from 200 yard away by @DigitalTrends  #AI #MachineLearning #Innovation  Cc: @frronconi https://t.co/hW1cXXjCXa,662,288,52,"['AI', 'MachineLearning', 'Innovation']"
1346608948321939457,2021-01-06 00:06:06+00:00,~50% already sold out! ⌛️  🔥#Verox Presale is live🔥  Become an investor in the next revolutionary venture in crypto!...  Read more about it on veroxai.com  #Verox = #Crypto + #AI   Quality-focused product🏅 Use case👨‍💻 Market demand📶 Only 50k supply💎 Staking Dapp🪙 https://t.co/LUhQ491Fde,2327,3243,43,"['Verox', 'Verox', 'Crypto', 'AI']"
1345450952204042240,2021-01-02 19:24:38+00:00,"What's the difference between #DataScience\, #machinelearning\, and #AI artificial intelligence? dy.si/CrQT2 https://t.co/XUCHPFnu2c",1165,377,16,"['DataScience', 'machinelearning', 'AI']"
1344184445969047552,2020-12-30 07:32:00+00:00,Can charging an electric vehicle be faster than filling your car's tank? Here's how SUN Mobility is working with #MicrosoftAzure and #AI to reimagine EVs. msft.it/6017pdKlD,3322,300,40,"['MicrosoftAzure', 'AI']"
1343812351313764352,2020-12-29 06:53:26+00:00,Welcome to the best investment for 2021!  🔥Presale is live on veroxai.com 🔥  Only 50k max supply💎 Developing a game changing product🏅 🔝innovation - #AI &amp; #Crypto  Audited code💯 Use case👨‍💻  Don't miss this lifetime opportunity!⌛️  Get 60 $VRX for each $ETH 🚀 https://t.co/d1b1Vshdzq,1868,2152,32,"['AI', 'Crypto']"
1342696704752177153,2020-12-26 05:00:15+00:00,World order is going to be rocked by AI - this is how wef.ch/2WYtORL #ai #china https://t.co/YrvXgxrOOS,665,315,54,"['ai', 'china']"
1342621936774508547,2020-12-26 00:03:09+00:00,Japanese Scientists have Created #AI that can visualize our thought by @wef  #BigData #ArtificialIntelligence#Innovation #EmergingTech #innovation #NLP #DataScience #Robotics #robots #DigitalTransformation  Cc: @mvollmer1 @cloudera @datafloq @fogorosandrei @bigdata_joe https://t.co/5XkP0dONR5,529,282,26,"['AI', 'BigData', 'EmergingTech', 'innovation', 'NLP', 'DataScience', 'Robotics', 'robots', 'DigitalTransformation']"
1341525094636634112,2020-12-22 23:24:41+00:00,Real Multi Agent RL! @hardmaru  #RL #AI #MachineLearning #DeepLearning #Tech https://t.co/oIwcsmhNvM,2085,452,33,"['RL', 'AI', 'MachineLearning', 'DeepLearning', 'Tech']"
1341077326726086656,2020-12-21 17:45:25+00:00,Is this future of coding?  #AI #MachineLearning #coding #RStats #javascript #reactjs #Python @PinakiLaskar  @sallyeaves @SpirosMargaris @HaroldSinnott @Paula_Piccard @gvalan @mvollmer1 @ShiCooks @diioannid @kalydeoo @3itcom @Fabriziobustama @lesguer_lionel https://t.co/krWmVtdI1j,192,146,18,"['AI', 'MachineLearning', 'coding', 'RStats', 'javascript', 'reactjs', 'Python']"
1340915917140553728,2020-12-21 07:04:02+00:00,Using image recognition to sort tomatoes at scale   #AI #ML #DL #DigitalTransformation #Industry40 #4IR #robotic #robot https://t.co/aPgPlHTNVJ,1519,296,37,"['AI', 'ML', 'DL', 'DigitalTransformation', 'Industry40', '4IR', 'robotic', 'robot']"
1340676922230136833,2020-12-20 15:14:21+00:00,"The top 10 most popular #DataScience tools over time\, according to @KDnuggets Polls from 2000 to 2019. HT @pascal_bornet  ————— #BigData #DataScientists #MachineLearning #AI #Coding #Rstats #Python  https://t.co/VxbmIIzvue",547,268,21,"['DataScience', 'BigData', 'DataScientists', 'MachineLearning', 'AI', 'Coding', 'Rstats', 'Python']"
1340675676492365824,2020-12-20 15:09:24+00:00,What are you thinking about this future of #coding #technology #engineering #DataScientist #selfdrivingcars #CloudComputing #futureofwork #BigData #Analytics #DataScience #AI #MachineLearning #IoT #Python #RStats #JavaScript #ReactJS #Serverless #Linux #fintech #100DaysOfCode #5G https://t.co/QfuaDuBPEm,1619,481,358,"['coding', 'technology', 'engineering', 'DataScientist', 'selfdrivingcars', 'CloudComputing', 'futureofwork', 'BigData', 'Analytics', 'DataScience', 'AI', 'MachineLearning', 'IoT', 'Python', 'RStats', 'JavaScript', 'ReactJS', 'Serverless', 'Linux', 'fintech', '100DaysOfCode', '5G']"
1340094139929530371,2020-12-19 00:38:35+00:00,Yay! @Apple publicly releases its first large image #dataset for #AI #research 😀 74K high-resolution HDR computer-generated images of realistic indoor scenes with 1.9TB of pixel-perfect labels 🤓 Dataset download link: github.com/apple/ml-hyper… https://t.co/63juvdNGcH,1866,407,23,"['dataset', 'AI', 'research']"
1339599379271884802,2020-12-17 15:52:35+00:00,✏️ You can be a digital animator and bring your doodles to life with Google's new AI-powered tool Scroobly scroobly.com #edtechchat #GSuiteEDU #GoogleEDU #ai https://t.co/6s8ljAgNY4,652,233,17,"['edtechchat', 'GSuiteEDU', 'GoogleEDU', 'ai']"
1339440524126793730,2020-12-17 05:21:21+00:00,"""Waste\, Negligence and Cronyism: Inside Britain’s Pandemic Spending"" by Jane Bradley\, Selam Gebrekidan and Allison McCann via NYT ift.tt/34iAiyA #AI",746,408,27,['AI']
1339209367262904320,2020-12-16 14:02:49+00:00,"(1 of 2) NEW. For the first time\, @usairforce put #AI safely in charge of a US military system. Call sign ""Artuμ\,"" we modified world-leading μZero gaming algorithms to operate the U-2's radar. This first AI copilot even served as mission commander on its seminal training flight! https://t.co/bjdBZkjiUO",641,183,47,['AI']
1338573711029493762,2020-12-14 19:56:56+00:00,Bringing Historian figures back to life with #AI by @ZackCodesAI  #IoT #BigData #ArtificialIntelligence #ML #InternetofThings #DataScience #Analytics #Tech #Technology #VR #Data #AR #VirtualReality #AugmentedReality  Cc: @levie @meisshaily @paulg https://t.co/LlggJdvp6o,1067,312,43,"['AI', 'IoT', 'BigData', 'ArtificialIntelligence', 'ML', 'InternetofThings', 'DataScience', 'Analytics', 'Tech', 'Technology', 'VR', 'Data', 'AR', 'VirtualReality', 'AugmentedReality']"
1331311564410990601,2020-11-24 18:59:46+00:00,"New blog post: ""Least squares as springs"" joshualoftus.com/post/2020-11-2…  Regression\, principal components\, machine learning... it's all just *springs pulling the model toward the data* 🤯  Why don't we learn it this way?!  #StatsTwitter #rstats #ML #AI #MachineLearning #EconTwitter https://t.co/IrdGpGiSjf",1497,370,38,"['StatsTwitter', 'rstats', 'ML', 'AI', 'MachineLearning', 'EconTwitter']"
1330340474196951040,2020-11-22 02:41:00+00:00,Behind the scene Video of a Tester testing your code.  #100DaysOfCode #MachineLearning #Python #programming #IoT #flutter #100DaysOfMLCode #AI #javascript #womenwhocode #RStats #Serverless #CodeNewbie #DataScience #DEVCommunity https://t.co/K1f6bwgoY4,756,340,31,"['100DaysOfCode', 'MachineLearning', 'Python', 'programming', 'IoT', 'flutter', '100DaysOfMLCode', 'AI', 'javascript', 'womenwhocode', 'RStats', 'Serverless', 'CodeNewbie', 'DataScience', 'DEVCommunity']"
1328707329433473027,2020-11-17 14:31:28+00:00,#MachineLearning Apps for 2021+ Use Cases  roboticsandautomationnews.com/2020/11/16/mac…  @SpirosMargaris @Xbond49 @jblefevre60 @nigewillson @Paula_Piccard @ipfconline1 @pierrepinna @lyakovet @psb_dc @HaroldSinnott @Nicochan33 @JimMarous  #AI #DeepLearning #DataScience #Fintech #5G #IoT #Marketing https://t.co/VhFCkuPXpt,124,118,11,"['MachineLearning', 'AI', 'DeepLearning', 'DataScience', 'Fintech', '5G', 'IoT', 'Marketing']"
1328339539727814656,2020-11-16 14:10:00+00:00,"Announcing NVIDIA A100 80GB GPU -- with twice the memory of its predecessor\, providing researchers and engineers unprecedented speed and performance to power #AI and scientific breakthroughs. #SC20",1081,189,46,"['AI', 'SC20']"
1327743269200162819,2020-11-14 22:40:38+00:00,Remote procedure by a London-based surgeon on a Californian banana! 🍌👨‍⚕️ @thefuturisthq @IrmaRaste @ZGJR @eViRaHealth #DigitalHealth  #IoT #5G #MedicalTechnology #future #AI #ML #VR #AR #innovation #SmartCity https://t.co/oo7ZZxoEdI,623,193,29,"['DigitalHealth', 'IoT', '5G', 'MedicalTechnology', 'future', 'AI', 'ML', 'VR', 'AR', 'innovation', 'SmartCity']"
1327484816703377409,2020-11-14 05:33:38+00:00,This is what Tesla Autopilot see▶️ #Analytics #AI #Rstats #Reactjs #MachineLearning #BigData  #DataScience #Linux #Serverless #SelfDrivingCars #IoT #IIoT #flutter #DevCommunity #WomenWhoCode #SmartCity #EmergingTech #AutonomousVehicles #100DaysOfCode   https://t.co/J2AqRmCKhz,2273,1712,64,"['Analytics', 'AI', 'Rstats', 'Reactjs', 'MachineLearning', 'BigData', 'DataScience', 'Linux', 'Serverless', 'SelfDrivingCars', 'IoT', 'IIoT', 'flutter', 'DevCommunity', 'WomenWhoCode', 'SmartCity', 'EmergingTech', 'AutonomousVehicles', '100DaysOfCode']"
1326755409114275840,2020-11-12 05:15:14+00:00,Software Engineer V/S Product Designer  #Programming #Coding #programmer #coder #code #CodeNewbies #AI #CodeNewbie #Java #Python #javascript #100DaysOfCode #MachineLearning #SoftwareEngineer https://t.co/ldYEkwqaEA,535,196,27,"['Programming', 'Coding', 'programmer', 'coder', 'code', 'CodeNewbies', 'AI', 'CodeNewbie', 'Java', 'Python', 'javascript', '100DaysOfCode', 'MachineLearning', 'SoftwareEngineer']"
1326421958976794624,2020-11-11 07:10:13+00:00,"Google released a big dataset for 3D Object Detection! 🚀   The short\, object-centric video clips contain a larger set of common objects. Each video clip is accompanied by #AR session metadata that includes camera poses and sparse point-clouds.   ai.googleblog.com/2020/11/announ…  #AI #CV https://t.co/S4sjfm6xdb",965,218,14,"['AR', 'AI', 'CV']"
1326277238707392514,2020-11-10 21:35:09+00:00,😱 #AugmentedReality will change the way we study Math  @TheInsaneApp #Mathematics #ML #AI #MachineLearning #DataScience #rstats #100DaysOfMLCode #javascript #reactjs #serverless #WomenWhoCode #Linux #100DaysOfCode #python #programming #deeplearning    twitter.com/TheInsaneApp/s…,1464,604,33,"['AugmentedReality', 'Mathematics', 'ML', 'AI', 'MachineLearning', 'DataScience', 'rstats', '100DaysOfMLCode', 'javascript', 'reactjs', 'serverless', 'WomenWhoCode', 'Linux', '100DaysOfCode', 'python', 'programming', 'deeplearning']"
1325907580053458944,2020-11-09 21:06:15+00:00,"On a big day for science\, this is really cool stuff. Seeing macrophages cells in the human eye without labeling via #AI to potentially track immune response in the #brain (and eye) for multiple conditions pnas.org/content/early/… @PNASNews https://t.co/IqdBBO7OUu",747,171,12,"['AI', 'brain']"
1325792505124818945,2020-11-09 13:28:59+00:00,Watch this robot carefully paint a masterpiece in real-time! 🎨🦾  #Robotics #ArtificialIntelligence #IoT #AI #MachineLearning #ML #Robot #art https://t.co/mFh9OBj66x,6004,876,555,"['Robotics', 'ArtificialIntelligence', 'IoT', 'AI', 'MachineLearning', 'ML', 'Robot', 'art']"
1325301749297668097,2020-11-08 04:58:54+00:00,#Robotic arm painter! by @Fabriziobustama  #AI #IoT #MachineLearning #ArtificialIntelligence #ML #MI #InternetofThings #DL #Technology #Automation #Innovation #IT  Cc: @simplivllc @ronald_vanloon @marcusborba @zuzudotai https://t.co/EIDzfgfaq0,646,181,22,"['Robotic', 'AI', 'IoT', 'MachineLearning', 'ArtificialIntelligence', 'ML', 'MI', 'InternetofThings', 'DL', 'Technology', 'Automation', 'Innovation', 'IT']"
1325226613093634064,2020-11-08 00:00:20+00:00,A robotic exoskeleton straight out of the movies! 🤖💀  #Robotics #ArtificialIntelligence #IoT #AI #MachineLearning #ML #AR #automation https://t.co/d1sOvQgvoj,1271,337,33,"['Robotics', 'ArtificialIntelligence', 'IoT', 'AI', 'MachineLearning', 'ML', 'AR', 'automation']"
1325073277228900357,2020-11-07 13:51:02+00:00,Google's CEO says #AI will be more important than fire or electricity for humans by @wef  #ArtificialIntelligence #IoT #MachineLearning #InternetofThings #DigitalTransformation #ML #DL #DeepLearning  Cc: @wearableguru @arduino @jimharris https://t.co/lWAQMsBw6r,575,270,30,"['AI', 'ArtificialIntelligence', 'IoT', 'MachineLearning', 'InternetofThings', 'DigitalTransformation', 'ML', 'DL', 'DeepLearning']"
1324847135410561029,2020-11-06 22:52:26+00:00,Japanese public transport never ceases to impress! 🚈🇯🇵  #SpaceX #Tesla #Japan #future #5G #IoT #AI #ML @boringcompany @elonmusk https://t.co/YdofthSZRn,9206,1446,185,"['SpaceX', 'Tesla', 'Japan', 'future', '5G', 'IoT', 'AI', 'ML']"
1324842987625553922,2020-11-06 22:35:57+00:00,Remote procedure by a London-based surgeon on a Californian banana! 🍌👨‍⚕️  #IoT #5G #MedicalTechnology #future #AI #ML #VR #AR #innovation #SmartCity https://t.co/JPkoKYw68d,12737,3247,281,"['IoT', '5G', 'MedicalTechnology', 'future', 'AI', 'ML', 'VR', 'AR', 'innovation', 'SmartCity']"
1324458092763832320,2020-11-05 21:06:31+00:00,Programmer's life in a nutshell. Who else relates? 😂  #100DaysOfCode #MachineLearning #Python #programming #IoT #flutter #100DaysOfMLCode #AI #javascript #womenwhocode #RStats #Serverless #CodeNewbie #DataScience #DEVCommunity https://t.co/P2zO7NKluR,1038,438,30,"['100DaysOfCode', 'MachineLearning', 'Python', 'programming', 'IoT', 'flutter', '100DaysOfMLCode', 'AI', 'javascript', 'womenwhocode', 'RStats', 'Serverless', 'CodeNewbie', 'DataScience', 'DEVCommunity']"
1323950619804270593,2020-11-04 11:30:00+00:00,When AI replaced the keyboard ! by @Samsung  #MachineLearning #AI https://t.co/oWhYT3gMtK,886,326,27,"['MachineLearning', 'AI']"
1323344644235792387,2020-11-02 19:22:04+00:00,Your chariot awaits! 🎠🤖  #MachineLearning #ArtificialIntelligence #Robotics #DL #AI #ML #Halloween2020 https://t.co/ve41Wd46qZ,2158,507,48,"['MachineLearning', 'ArtificialIntelligence', 'Robotics', 'DL', 'AI', 'ML', 'Halloween2020']"
1323310979858325509,2020-11-02 17:08:18+00:00,Is my cough covid?  ieeexplore.ieee.org/stamp/stamp.js… #AI deep learning finds some utility in a study of &gt;5300 people @IEEEorg @IEEEXplore https://t.co/rliIh4bY5N,597,213,31,['AI']
1323083943218851845,2020-11-02 02:06:08+00:00,You don't need #AI machine learning to know where this is headed. w/ @COVID19Tracking's data from today https://t.co/UoFWvG1JmH,463,194,23,['AI']
1322962616684290049,2020-11-01 18:04:01+00:00,This is hands down the best Halloween costume from last night! 🎃👻  #costume #HappyHalloween #spooky #pumpkin #Robots #Robotic #AI #ML https://t.co/iFdpkVyFbr,3810,562,48,"['costume', 'HappyHalloween', 'spooky', 'pumpkin', 'Robots', 'Robotic', 'AI', 'ML']"
